tree_id,block_id,created_at,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,address,postcode,zip_city,community board,borocode,borough,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp,council district,census tract,bin,bbl
62,501882,5/19/2015,7,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,715 BRUCKNER BOULEVARD,10455,Bronx,202,2,Bronx,17,85,32,BX27,Hunts Point,2009300,New York,40.81349027,-73.89791505,1012508.007,235670.013,8,85,2005823,2027290040
63,501882,5/19/2015,4,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,715 BRUCKNER BOULEVARD,10455,Bronx,202,2,Bronx,17,85,32,BX27,Hunts Point,2009300,New York,40.81355974,-73.89781761,1012534.949,235695.3544,8,85,2005823,2027290040
64,501882,5/19/2015,15,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,719 BRUCKNER BOULEVARD,10455,Bronx,202,2,Bronx,17,85,32,BX27,Hunts Point,2009300,New York,40.81363736,-73.89770937,1012564.879,235723.6684,8,85,2005819,2027290006
65,501882,5/19/2015,3,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,719 BRUCKNER BOULEVARD,10455,Bronx,202,2,Bronx,17,85,32,BX27,Hunts Point,2009300,New York,40.81371045,-73.89760743,1012593.065,235750.3324,8,85,2005819,2027290006
66,501882,5/19/2015,8,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,729 BRUCKNER BOULEVARD,10455,Bronx,202,2,Bronx,17,85,32,BX27,Hunts Point,2009300,New York,40.81381769,-73.89746078,1012633.613,235789.4501,8,85,2098618,2027290012
67,501882,5/19/2015,6,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,729 BRUCKNER BOULEVARD,10455,Bronx,202,2,Bronx,17,85,32,BX27,Hunts Point,2009300,New York,40.81389966,-73.89735485,1012662.901,235819.3499,8,85,2098618,2027290012
68,501882,5/19/2015,6,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,739 BRUCKNER BOULEVARD,10455,Bronx,202,2,Bronx,17,85,32,BX27,Hunts Point,2009300,New York,40.81399112,-73.89725569,1012690.308,235852.7032,8,85,2005821,2027290019
69,501882,5/19/2015,3,0,OnCurb,Alive,Good,Tilia cordata,littleleaf linden,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,739 BRUCKNER BOULEVARD,10455,Bronx,202,2,Bronx,17,85,32,BX27,Hunts Point,2009300,New York,40.81409057,-73.89715324,1012718.625,235888.9718,8,85,2005821,2027290019
70,501113,5/19/2015,4,0,OnCurb,Alive,Good,Maackia amurensis,Amur maackia,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,831 UNION AVENUE,10459,Bronx,201,2,Bronx,17,79,32,BX34,Melrose South-Mott Haven North,2007700,New York,40.81984645,-73.90298444,1011102.189,237984.2016,17,77,2004791,2026660022
71,501113,5/19/2015,3,0,OnCurb,Alive,Fair,Syringa reticulata,Japanese tree lilac,None,None,NoDamage,TreesCount Staff,BranchOther,No,No,No,No,No,No,No,No,Yes,809 UNION AVENUE,10459,Bronx,201,2,Bronx,17,79,32,BX34,Melrose South-Mott Haven North,2007700,New York,40.81928041,-73.90322131,1011036.857,237777.8995,17,77,2114691,2026667501
72,501113,5/19/2015,2,0,OnCurb,Alive,Fair,Syringa reticulata,Japanese tree lilac,None,None,Damage,TreesCount Staff,BranchOther,No,No,No,No,No,No,No,No,Yes,800 UNION AVENUE,10459,Bronx,201,2,Bronx,17,79,32,BX34,Melrose South-Mott Haven North,2007700,New York,40.81919121,-73.90325864,1011026.562,237745.391,17,77,2000000,2026660041
73,501113,5/19/2015,3,0,OnCurb,Alive,Poor,Syringa reticulata,Japanese tree lilac,None,None,NoDamage,TreesCount Staff,BranchOther,No,No,No,No,No,No,No,No,Yes,800 UNION AVENUE,10459,Bronx,201,2,Bronx,17,79,32,BX34,Melrose South-Mott Haven North,2007700,New York,40.8191491,-73.90327626,1011021.701,237730.042,17,77,2000000,2026660041
74,501113,5/19/2015,3,0,OnCurb,Alive,Poor,Syringa reticulata,Japanese tree lilac,None,None,NoDamage,TreesCount Staff,BranchOther,No,No,No,No,No,No,No,No,Yes,800 UNION AVENUE,10459,Bronx,201,2,Bronx,17,79,32,BX34,Melrose South-Mott Haven North,2007700,New York,40.81909626,-73.90329837,1011015.602,237710.7848,17,77,2000000,2026660041
75,500917,5/19/2015,6,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,Damage,TreesCount Staff,BranchOther,No,No,No,No,No,No,No,No,Yes,809 WESTCHESTER AVENUE,10459,Bronx,201,2,Bronx,17,79,32,BX34,Melrose South-Mott Haven North,2007700,New York,40.81907416,-73.90300358,1011097.205,237702.8235,17,77,2004795,2026660041
76,500917,5/19/2015,5,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,Damage,TreesCount Staff,BranchOther,No,No,No,No,No,No,No,No,Yes,800 UNION AVENUE,10459,Bronx,201,2,Bronx,17,79,32,BX34,Melrose South-Mott Haven North,2007700,New York,40.81903591,-73.903079,1011076.344,237688.8649,17,77,2000000,2026660041
77,500917,5/19/2015,5,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,Damage,TreesCount Staff,BranchOther,No,No,No,No,No,No,No,No,Yes,800 UNION AVENUE,10459,Bronx,201,2,Bronx,17,79,32,BX34,Melrose South-Mott Haven North,2007700,New York,40.81898182,-73.90318568,1011046.84,237669.1231,17,77,2000000,2026660041
85,501323,5/19/2015,5,0,OnCurb,Alive,Fair,Nyssa sylvatica,blackgum,None,None,NoDamage,TreesCount Staff,WiresRope,No,No,No,Yes,No,No,No,No,No,576 TIMPSON PLACE,10455,Bronx,202,2,Bronx,8,84,32,BX33,Longwood,2008300,New York,40.81180658,-73.90216455,1011332.393,235055.2416,8,83,2004133,2026030067
86,501323,5/19/2015,5,0,OnCurb,Alive,Fair,Nyssa sylvatica,blackgum,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,576 TIMPSON PLACE,10455,Bronx,202,2,Bronx,8,84,32,BX33,Longwood,2008300,New York,40.8118434,-73.9020338,1011368.571,235068.6989,8,83,2004133,2026030067
87,501323,5/19/2015,9,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,588 TIMPSON PLACE,10455,Bronx,202,2,Bronx,8,84,32,BX33,Longwood,2008300,New York,40.81190083,-73.90182989,1011424.994,235089.6864,8,83,2004134,2026030073
88,501323,5/19/2015,4,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,588 TIMPSON PLACE,10455,Bronx,202,2,Bronx,8,84,32,BX33,Longwood,2008300,New York,40.81195655,-73.90163207,1011479.73,235110.0466,8,83,2004134,2026030073
89,501323,5/19/2015,4,0,OnCurb,Alive,Fair,Nyssa sylvatica,blackgum,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,600 TIMPSON PLACE,10455,Bronx,202,2,Bronx,8,84,32,BX33,Longwood,2008300,New York,40.81201074,-73.90143968,1011532.966,235129.849,8,83,2004135,2026030078
90,501323,5/19/2015,7,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,Damage,TreesCount Staff,RootOther,No,No,Yes,No,No,No,No,No,No,600 TIMPSON PLACE,10455,Bronx,202,2,Bronx,8,84,32,BX33,Longwood,2008300,New York,40.81205386,-73.90128657,1011575.33,235145.6072,8,83,2004135,2026030078
91,501323,5/19/2015,7,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,1043 AVENUE ST JOHN,10455,Bronx,202,2,Bronx,8,84,32,BX33,Longwood,2008300,New York,40.81214468,-73.9009641,1011664.557,235178.7968,8,83,2004149,2026030208
113,501451,5/19/2015,6,0,OnCurb,Alive,Good,Ulmus parvifolia,Chinese elm,1or2,Helpful,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1230 LAFAYETTE AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,Hunts Point,2009300,New York,40.81640002,-73.89002528,1014690.632,236732.7828,17,93,2096501,2027380001
114,501451,5/19/2015,5,0,OnCurb,Alive,Good,Quercus rubra,northern red oak,1or2,Helpful,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1230 LAFAYETTE AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,Hunts Point,2009300,New York,40.81639409,-73.89010074,1014669.747,236730.5961,17,93,2096501,2027380001
115,516296,5/19/2015,4,0,OnCurb,Alive,Poor,Celtis occidentalis,common hackberry,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,925 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82194382,-73.89778244,1012541.121,238749.9878,17,12901,2005371,2026980075
116,516296,5/19/2015,4,0,OnCurb,Alive,Good,Celtis occidentalis,common hackberry,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,929 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82199158,-73.89778202,1012541.215,238767.3877,17,12901,2005370,2026980071
117,516296,5/19/2015,5,0,OnCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,935 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82215955,-73.89778056,1012541.548,238828.5867,17,12901,2005369,2026980067
118,516296,5/19/2015,5,0,OnCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,935 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82220813,-73.89778014,1012541.644,238846.2861,17,12901,2005369,2026980067
119,516296,5/19/2015,5,0,OnCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,935 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82225644,-73.89777972,1012541.74,238863.8858,17,12901,2005369,2026980067
120,516296,5/19/2015,7,0,OnCurb,Alive,Good,Cercis canadensis,eastern redbud,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,950 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82243539,-73.89777816,1012542.094,238929.0852,17,12901,2005375,2026990011
121,516296,5/19/2015,3,0,OnCurb,Alive,Good,Amelanchier,serviceberry,None,None,NoDamage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,956 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82272138,-73.89777568,1012542.661,239033.2835,17,12901,2005377,2026990013
122,516296,5/19/2015,5,0,OnCurb,Dead,,,,,,,TreesCount Staff,,No,No,No,No,No,No,No,No,No,976 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82328084,-73.89775655,1012547.718,239237.12,17,12901,2120143,2026990025
123,516296,5/19/2015,3,0,OnCurb,Alive,Fair,Ulmus americana,American elm,None,None,NoDamage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,976 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82337513,-73.8977375,1012552.949,239271.4785,17,12901,2120143,2026990025
124,516296,5/19/2015,3,0,OnCurb,Alive,Good,Ulmus americana,American elm,None,None,NoDamage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,976 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82342997,-73.89771659,1012558.712,239291.4641,17,12901,2120143,2026990025
125,516296,5/19/2015,6,0,OnCurb,Alive,Good,Prunus virginiana,'Schubert' chokecherry,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,986 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.8235477,-73.89766084,1012574.092,239334.3777,17,12901,2005382,2026990033
126,516296,5/19/2015,6,0,OnCurb,Alive,Fair,Prunus virginiana,'Schubert' chokecherry,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,986 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82362043,-73.89761566,1012586.567,239360.8885,17,12901,2005382,2026990033
127,516296,5/19/2015,8,0,OnCurb,Alive,Good,Prunus virginiana,'Schubert' chokecherry,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1015 INTERVALE AVENUE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82377627,-73.8972479,1012688.284,239417.7876,17,12901,2098388,2026990038
128,516296,5/19/2015,7,0,OnCurb,Alive,Poor,Prunus virginiana,'Schubert' chokecherry,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1015 INTERVALE AVENUE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82377558,-73.89714168,1012717.683,239417.5714,17,12901,2098388,2026990038
129,503178,5/19/2015,4,0,OnCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,277 EAST 166 STREET,10456,Bronx,204,2,Bronx,16,77,32,BX14,East Concourse-Concourse Village,2017500,New York,40.83049137,-73.91540458,1007660.771,241858.9697,16,175,2002408,2024380001
130,503178,5/19/2015,5,0,OnCurb,Alive,Good,Ulmus parvifolia,Chinese elm,None,None,NoDamage,Volunteer,"Stones,TrunkOther,BranchOther",Yes,No,No,No,No,Yes,No,No,Yes,277 EAST 166 STREET,10456,Bronx,204,2,Bronx,16,77,32,BX14,East Concourse-Concourse Village,2017500,New York,40.83046205,-73.91531341,1007686.012,241848.3093,16,175,2002408,2024380001
131,503178,5/19/2015,4,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,"Stones,TrunkOther,BranchOther",Yes,No,No,No,No,Yes,No,No,Yes,285 EAST 166 STREET,10456,Bronx,204,2,Bronx,16,77,32,BX14,East Concourse-Concourse Village,2017500,New York,40.83042052,-73.9151843,1007721.756,241833.2136,16,175,2002412,2024380085
132,503178,5/19/2015,4,0,OnCurb,Alive,Good,Tilia cordata,littleleaf linden,None,None,NoDamage,Volunteer,"Stones,RootOther,TrunkOther",Yes,No,Yes,No,No,Yes,No,No,No,285 EAST 166 STREET,10456,Bronx,204,2,Bronx,16,77,32,BX14,East Concourse-Concourse Village,2017500,New York,40.83039633,-73.9151091,1007742.575,241824.4209,16,175,2002412,2024380085
133,503178,5/19/2015,4,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,"Stones,RootOther,TrunkOther,BranchOther",Yes,No,Yes,No,No,Yes,No,No,Yes,285 EAST 166 STREET,10456,Bronx,204,2,Bronx,16,77,32,BX14,East Concourse-Concourse Village,2017500,New York,40.83036679,-73.91501726,1007768,241813.6828,16,175,2002412,2024380085
134,503178,5/19/2015,4,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,None,None,NoDamage,Volunteer,"Stones,WiresRope,TrunkOther,BranchOther",Yes,No,No,Yes,No,Yes,No,No,Yes,285 EAST 166 STREET,10456,Bronx,204,2,Bronx,16,77,32,BX14,East Concourse-Concourse Village,2017500,New York,40.83034923,-73.91496269,1007783.108,241807.3022,16,175,2002412,2024380085
135,501451,5/19/2015,6,0,OnCurb,Alive,Good,Ulmus parvifolia,Chinese elm,1or2,Helpful,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1230 LAFAYETTE AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,Hunts Point,2009300,New York,40.81638774,-73.8901816,1014647.369,236728.2536,17,93,2096501,2027380001
136,501451,5/19/2015,5,0,OnCurb,Alive,Good,Quercus rubra,northern red oak,1or2,Helpful,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1230 LAFAYETTE AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,Hunts Point,2009300,New York,40.81638164,-73.89025922,1014625.886,236726.0046,17,93,2096501,2027380001
137,501451,5/19/2015,3,0,OnCurb,Alive,Good,Quercus bicolor,swamp white oak,1or2,Helpful,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1228 LAFAYETTE AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,Hunts Point,2009300,New York,40.81636357,-73.89048921,1014562.234,236719.3403,17,93,2096499,2027380001
138,501451,5/19/2015,4,0,OnCurb,Alive,Good,Quercus rubra,northern red oak,1or2,Helpful,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1228 LAFAYETTE AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,Hunts Point,2009300,New York,40.81635637,-73.89058085,1014536.872,236716.6848,17,93,2096499,2027380001
139,501451,5/19/2015,12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Helpful,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1228 LAFAYETTE AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,Hunts Point,2009300,New York,40.81634925,-73.8906714,1014511.81,236714.0611,17,93,2096499,2027380001
140,501451,5/19/2015,12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Helpful,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1228 LAFAYETTE AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,Hunts Point,2009300,New York,40.81633524,-73.89084965,1014462.479,236708.8964,17,93,2096499,2027380001
141,501451,5/19/2015,12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Helpful,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1228 LAFAYETTE AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,Hunts Point,2009300,New York,40.81632169,-73.89102214,1014414.74,236703.8977,17,93,2096499,2027380001
142,501451,5/19/2015,5,0,OnCurb,Alive,Good,Tilia cordata,littleleaf linden,1or2,Helpful,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1228 LAFAYETTE AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,Hunts Point,2009300,New York,40.8163148,-73.89110982,1014390.473,236701.3574,17,93,2096499,2027380001
143,501451,5/19/2015,6,0,OnCurb,Alive,Good,Tilia cordata,littleleaf linden,1or2,Helpful,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,1228 LAFAYETTE AVENUE,10474,Bronx,202,2,Bronx,17,84,32,BX27,Hunts Point,2009300,New York,40.81630717,-73.89120685,1014363.62,236698.546,17,93,2096499,2027380001
144,501874,5/19/2015,6,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,1or2,Helpful,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,941 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82233267,-73.8979181,1012503.407,238891.6135,17,12901,2005367,2026980063
145,501874,5/19/2015,6,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,941 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82237713,-73.8979174,1012503.582,238907.8129,17,12901,2005367,2026980063
146,501874,5/19/2015,6,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,1or2,Helpful,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,941 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82244025,-73.89791641,1012503.829,238930.8116,17,12901,2005367,2026980063
147,501874,5/19/2015,6,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,941 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82248801,-73.89791566,1012504.016,238948.2101,17,12901,2005367,2026980063
148,501874,5/19/2015,5,0,OnCurb,Alive,Good,Cercidiphyllum japonicum,katsura tree,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,952 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82256376,-73.89791448,1012504.312,238975.8088,17,12901,2005391,2026990072
149,501874,5/19/2015,5,0,OnCurb,Alive,Good,Cercidiphyllum japonicum,katsura tree,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,954 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82261206,-73.89791372,1012504.501,238993.4079,17,12901,2005376,2026990012
150,501874,5/19/2015,6,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,954 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82266969,-73.89791282,1012504.726,239014.4065,17,12901,2005376,2026990012
151,501874,5/19/2015,7,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,958 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82283656,-73.8979102,1012505.38,239075.203,17,12901,2005378,2026990014
152,501874,5/19/2015,7,0,OnCurb,Alive,Fair,Fraxinus pennsylvanica,green ash,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,964 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82300123,-73.89790762,1012506.024,239135.1996,17,12901,2092004,2026990017
153,501874,5/19/2015,25,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,966 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82312748,-73.89790564,1012506.518,239181.1969,17,12901,2092003,2026990017
154,501874,5/19/2015,0,5,OnCurb,Stump,,,,,,,TreesCount Staff,,No,No,No,No,No,No,No,No,No,976 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82339371,-73.897878,1012514.057,239278.2029,17,12901,2120143,2026990025
155,501874,5/19/2015,5,0,OffsetFromCurb,Alive,Fair,Metasequoia glyptostroboides,dawn redwood,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,976 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82346017,-73.89789162,1012510.257,239302.4135,17,12901,2120143,2026990025
156,501874,5/19/2015,4,0,OffsetFromCurb,Alive,Fair,Metasequoia glyptostroboides,dawn redwood,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,976 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.8235075,-73.89787296,1012515.402,239319.6625,17,12901,2120143,2026990025
157,501874,5/19/2015,6,0,OnCurb,Alive,Good,Tilia tomentosa,silver linden,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,976 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.8235327,-73.89782581,1012528.44,239328.8587,17,12901,2120143,2026990025
158,501874,5/19/2015,6,0,OffsetFromCurb,Alive,Fair,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,976 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.8235597,-73.89784935,1012521.914,239338.6897,17,12901,2120143,2026990025
159,501874,5/19/2015,7,0,OffsetFromCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,986 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2012901,New York,40.82364147,-73.8978034,1012534.596,239368.4947,17,12901,2005382,2026990033
160,501874,5/19/2015,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,986 ROGERS PLACE,10459,Bronx,202,2,Bronx,17,79,32,BX33,Longwood,2013100,New York,40.82388266,-73.89753398,1012609.06,239456.4558,17,12901,2005382,2026990033
